SSP370__EMISSIONS____________________________,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1762,0.104006,20.451687,0.068526,1.233252,349.249697,60.027089,3.804284,2.101748,15.525935,5.824451,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1763,0.105864,20.545179,0.069821,1.240496,350.059335,60.127066,3.844812,2.10703,15.526762,5.820692,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1764,0.107757,20.260917,0.07114,1.210934,342.044611,58.438357,3.827672,2.071549,14.958699,5.68132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1765,0.109685,20.919155,0.072484,1.248777,352.932726,60.629458,3.876807,2.1236,15.679924,5.857256,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1766,0.111996,20.853592,0.073853,1.242204,349.380645,59.858785,3.883502,2.11046,15.358831,5.794597,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1767,0.113995,20.999179,0.075248,1.241371,349.616099,59.891027,3.879127,2.112461,15.400564,5.80208,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1768,0.116031,21.659452,0.07667,1.292689,362.653685,62.365826,4.037601,2.183132,16.06373,5.948862,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1769,0.118105,21.496335,0.078118,1.271379,355.025418,60.950404,3.913259,2.137634,15.735095,5.894711,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1770,0.120216,21.634398,0.079594,1.275502,355.360548,60.966027,3.925758,2.139365,15.742715,5.893159,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1771,0.122733,21.428921,0.081098,1.228212,347.861988,59.42424,3.841856,2.10091,15.321977,5.821709,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1772,0.124923,21.394616,0.08263,1.215939,344.613474,58.724953,3.811654,2.087078,15.114183,5.800308,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1773,0.127153,21.595231,0.084191,1.218785,345.776809,58.916569,3.794423,2.092756,15.204664,5.850768,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1774,0.129424,22.259708,0.085782,1.264456,358.103585,61.313358,3.890753,2.154901,15.875593,6.051048,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1775,0.131737,22.200963,0.087402,1.248657,355.047173,60.54083,3.916741,2.148997,15.589136,5.986766,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1776,0.134479,22.141942,0.089054,1.233336,348.898553,59.381145,3.77617,2.112143,15.370077,5.980034,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1777,0.136878,22.56871,0.090736,1.260677,357.545361,60.89349,3.936612,2.170245,15.673458,6.057861,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1778,0.13932,22.856081,0.09245,1.280283,362.755413,61.783487,4.019679,2.198001,15.899456,6.122617,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1779,0.141808,22.820636,0.094197,1.251856,355.926172,60.500815,3.864301,2.159616,15.627458,6.109578,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1780,0.144342,23.246167,0.095976,1.272812,361.614042,61.618596,3.869802,2.189268,16.018381,6.233648,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1781,0.147413,23.249655,0.09779,1.275546,360.090054,61.193306,3.919361,2.189441,15.806952,6.181233,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1782,0.150041,23.341758,0.099637,1.259087,356.046555,60.485721,3.792519,2.160523,15.712821,6.192633,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1783,0.152717,23.379917,0.101519,1.256731,354.286924,60.101713,3.787421,2.150726,15.60726,6.173368,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1784,0.155442,23.294042,0.103437,1.239158,350.569496,59.21226,3.834027,2.140542,15.228141,6.078599,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1785,0.158219,23.802106,0.105392,1.264595,356.805125,60.494479,3.820321,2.16584,15.732711,6.20789,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1786,0.161672,23.831995,0.107383,1.261937,354.205877,59.914682,3.824986,2.158683,15.467157,6.169128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1787,0.164551,24.176528,0.109411,1.279336,358.793368,60.753357,3.883757,2.185179,15.710331,6.221906,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1788,0.167482,24.855929,0.111478,1.324015,371.357092,63.12433,4.037115,2.255223,16.343354,6.366652,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1789,0.170468,24.717073,0.113584,1.298909,363.441645,61.632292,3.909732,2.207665,16.000409,6.311131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1790,0.173509,24.942209,0.11573,1.302768,364.880216,61.845992,3.935834,2.216437,16.056744,6.324915,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1791,0.177221,24.778432,0.117917,1.282768,356.658386,60.218739,3.84678,2.172584,15.61645,6.223365,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1792,0.180551,24.818893,0.120144,1.277943,354.251538,59.705686,3.850829,2.161651,15.446669,6.175775,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1793,0.183766,25.031531,0.122414,1.274687,353.372309,59.584939,3.796814,2.153274,15.47798,6.191394,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1794,0.187022,25.767538,0.124727,1.32133,365.721914,62.038225,3.900628,2.213843,16.16526,6.367147,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1795,0.190354,25.773343,0.127083,1.305082,362.192123,61.242732,3.917744,2.202692,15.883132,6.280375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1796,0.194045,25.740584,0.129484,1.284411,354.478303,59.864242,3.748306,2.153155,15.62837,6.243887,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1797,0.197813,26.230062,0.13193,1.32012,363.548237,61.471377,3.939604,2.213475,15.938653,6.28872,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1798,0.201607,26.54644,0.134423,1.3424,367.650103,62.197639,4.014304,2.234056,16.126673,6.317309,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1799,0.205559,26.706488,0.136962,1.330657,363.486047,61.49623,3.881553,2.207292,16.037343,6.320146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1800,0.209695,27.056343,0.13955,1.349297,365.846637,62.003209,3.866347,2.215974,16.242142,6.374649,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1801,0.213348,27.124887,0.142186,1.344216,364.917068,61.665648,3.92048,2.219402,16.063733,6.342154,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1802,0.219453,27.339784,0.144873,1.363665,362.962708,61.326157,3.813579,2.202693,16.075824,6.393103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1803,0.221952,27.3205,0.14761,1.337936,358.65078,60.404342,3.772385,2.180016,15.831031,6.358358,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1804,0.226675,27.46475,0.150398,1.345891,359.528696,60.364703,3.870127,2.197298,15.676248,6.330542,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1805,0.230456,27.950798,0.15324,1.364893,364.303704,61.319911,3.842182,2.215042,16.094155,6.452487,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1806,0.234958,28.134372,0.156135,1.368163,364.343229,61.22345,3.875664,2.222823,15.951443,6.459387,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1807,0.239784,28.458656,0.159084,1.387561,367.234933,61.706469,3.905383,2.239872,16.117564,6.511011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1808,0.243318,29.185241,0.16209,1.423355,380.035272,64.08196,4.068943,2.311936,16.731547,6.66672,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1809,0.247623,29.128658,0.165152,1.400946,372.848686,62.710022,3.938699,2.267443,16.440166,6.639926,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1810,0.252617,29.424532,0.168272,1.411992,374.718012,62.973517,3.960214,2.279524,16.525388,6.676418,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1811,0.257675,29.405788,0.171451,1.4015,369.269486,61.829606,3.917383,2.25253,16.188866,6.610428,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1812,0.262594,29.420298,0.17469,1.392711,364.580687,60.85747,3.874641,2.228007,15.929051,6.559551,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1813,0.267268,29.778476,0.177991,1.398144,365.913887,61.13613,3.842752,2.231997,16.064915,6.615408,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1814,0.272229,30.547852,0.181353,1.446863,377.985542,63.491928,3.945501,2.29158,16.719923,6.798537,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1815,0.277413,30.64434,0.184779,1.440587,375.580665,62.871576,3.976615,2.287325,16.487497,6.73556,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1816,0.283581,30.799856,0.18827,1.44726,371.629823,62.146433,3.864664,2.261022,16.395034,6.743263,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1817,0.28914,31.198395,0.191827,1.469713,376.442944,62.941531,3.979819,2.296181,16.517229,6.770091,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1818,0.294287,31.687608,0.195451,1.500989,383.91421,64.26768,4.107867,2.33549,16.849649,6.840908,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1819,0.299509,31.845441,0.199144,1.478091,378.332584,63.257589,3.962141,2.304129,16.665198,6.837665,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1820,0.304975,32.333395,0.202906,1.497791,382.419748,64.076643,3.957186,2.321049,16.963564,6.930888,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1821,0.310547,32.521389,0.206739,1.503654,382.897534,63.987449,4.028331,2.333484,16.8601,6.914599,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1822,0.316563,32.734511,0.210645,1.497142,378.6708,63.227247,3.869788,2.302515,16.796298,6.957055,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1823,0.323013,32.755715,0.214625,1.497269,374.393181,62.260764,3.844715,2.282472,16.532712,6.913744,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1824,0.329123,33.051979,0.218679,1.510556,377.040711,62.563434,3.955202,2.310948,16.470725,6.914216,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1825,0.335596,33.525339,0.222811,1.535807,380.31675,63.18579,3.917706,2.322703,16.808678,7.013371,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1826,0.341613,33.748103,0.22702,1.529597,378.822266,62.815942,3.910245,2.320969,16.620779,7.019452,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1827,0.348835,34.15505,0.231309,1.563653,382.477339,63.38999,3.961416,2.346338,16.799919,7.0707,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1828,0.355095,34.999129,0.235679,1.6155,395.975432,65.905359,4.114924,2.420774,17.480564,7.248291,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1829,0.361121,35.016405,0.240132,1.59475,389.174628,64.572898,3.99896,2.379376,17.194082,7.220071,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1830,0.373687,35.402155,0.244668,1.703246,392.106533,64.940762,4.037026,2.40316,17.314252,7.262546,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1831,0.37883,35.374187,0.249291,1.658446,384.201251,63.336822,3.946037,2.361347,16.877729,7.190653,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1832,0.38539,35.562723,0.254,1.658024,382.363398,62.870897,3.944803,2.353863,16.738987,7.174942,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1833,0.392585,35.980831,0.258799,1.671268,383.453793,63.069584,3.903978,2.356959,16.864497,7.239584,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1834,0.399838,36.761061,0.263688,1.718588,394.142902,65.104993,3.987674,2.412445,17.454285,7.412935,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1835,0.407311,36.88279,0.26867,1.715546,390.555139,64.235443,3.997168,2.405456,17.170487,7.350452,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1836,0.418284,37.247292,0.273746,1.780306,389.978664,64.080163,3.916084,2.404188,17.235004,7.406012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1837,0.425481,37.699807,0.278917,1.795287,394.756504,64.822427,4.038813,2.44021,17.353835,7.434049,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1838,0.433799,38.24211,0.284187,1.838675,401.296187,65.947247,4.140733,2.477312,17.641538,7.512677,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1839,0.442244,38.511176,0.289556,1.84021,396.911637,65.111312,4.013916,2.452638,17.505176,7.526736,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1840,0.452035,38.887762,0.295026,1.871223,395.880916,64.922982,3.922905,2.443878,17.575132,7.585798,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1841,0.460792,39.381623,0.3006,1.913279,402.372742,65.945445,4.088024,2.49049,17.745544,7.617197,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1842,0.470671,39.618729,0.306279,1.928454,396.995122,64.921674,3.9348,2.44917,17.590962,7.62702,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1843,0.479466,39.653264,0.312065,1.926655,389.736781,63.424061,3.844729,2.411136,17.218218,7.56482,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1844,0.489993,40.044265,0.317961,1.988344,392.707442,63.762454,3.963931,2.443826,17.180122,7.559105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1845,0.502218,40.669677,0.323968,2.077141,397.850056,64.685567,3.9565,2.471372,17.599363,7.665334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1846,0.511057,40.9752,0.330088,2.069063,395.908262,64.244052,3.948168,2.471199,17.398879,7.660881,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1847,0.522912,41.616472,0.336324,2.150875,402.985157,65.443621,4.039161,2.521115,17.760514,7.742792,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1848,0.531313,42.449471,0.342678,2.200983,413.558293,67.398244,4.153612,2.577372,18.300694,7.883844,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1849,0.541954,42.633965,0.349152,2.22143,408.939934,66.427072,4.0856,2.552394,18.074786,7.859237,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
